"MIP","STDIP","EKIP","SIP","MC","STDC","EKC","SC","TARGET"
"21.734375","30.83638384","6.114189192","39.4765072","146.5334448","82.5792194","-.307349352","-1.334366402","1"
"90.4921875","36.31309081",".838080348","2.298678737","2.970735786","21.35764053","8.906543386","86.23860261","0"
"90.9453125","42.86284605",".518943615","1.169597417","4.348662207","20.14204591","5.916145489","42.18570534","0"
"21.078125","39.20929605","4.619730606","21.42781175","110.4816054","73.16368804",".02967964","-.982838389","1"
"20.984375","37.13951408","5.130151475","26.19715169","70.02424749","75.51020605",".657816929","-.697271866","1"
"21.6796875","30.53428749","5.876555783","36.83901532","45.02508361","61.51146158","1.514671247","1.720126594","1"
"25.25","38.45695646","4.254208119","18.29593351","77.04180602","66.903739",".627086736","-.290638787","1"
"25.296875","39.15660851","4.450881677","19.67773429","88.72324415","57.10776788","1.168896762",".945171619","1"
"22.046875","31.09633705","5.388688281","31.45966732","105.9832776","74.74201821",".676139895","-.831068872","1"
"24.0703125","28.29260714","6.125874086","41.04211532","67.40886288","70.02635114",".932696412",".101681022","1"
"90.96875","34.83979798",".589125505","2.687057128","2.75083612","17.35382692","8.804687296","92.86991092","0"
"25.828125","29.67930397","6.793773206","48.16864374","72.12541806","70.63552397",".988847761",".136513894","1"
"90.375","42.65596383",".600745111","1.020898766","2.850334448","17.29906646","8.628189606","90.96305413","0"
"23.34375","36.11038578","5.234768382","28.0879005","70.34949833","59.35442768","1.112250227","1.109907849","1"
"90.3828125","35.320214",".807752462","2.924147508",".813545151","10.38366919","17.14597692","349.2385683","0"
"20.90625","31.26585535","5.468975702","33.11219187","66.14130435","72.69047818",".956281866","-.030934891","1"
"21.9375","33.21632458","5.365765185","29.99690562","120.5802676","82.76088423","-.076429822","-1.144676545","1"
"24.109375","30.39717153","5.605411014","34.19729064","30.02173913","53.40027929","2.135822594","4.428893664","1"
"24.734375","35.09885245","4.611712363","22.58101902","64.67307692","79.94760603",".847893348","-.644391325","1"
"22.3125","30.5112044","6.01951561","40.22278046","66.96070234","69.38765343",".969790159",".087332541","1"
"90.984375","37.12668018","1.17655433","4.112162062","34.18478261","64.52126353","1.60113238","1.078892484","0"
"91.171875","55.13238462",".879048234",".174486056","4.806856187","28.3260753","6.635071862","45.79978517","0"
"90.953125","35.35840144",".573568026","2.490775153","1.097826087","13.00249379","14.14008913","222.5007381","0"
"24.4453125","28.9287402","5.990057921","39.79235909","38.47658863","60.54986574","1.724759343","2.405349384","1"
"21.0390625","38.7059028","4.659643272","22.02695179","72.13712375","64.50498096",".992518955",".275884706","1"
"24.7578125","30.23624328","6.465642517","45.32426718","113.7090301","85.28956551",".027521155","-1.326408834","1"
"90.6796875","41.13448477",".811476285","2.17422164","1.495819398","10.52179531","14.20465683","292.8218573","0"
"20.8203125","41.02160894","4.35255885","18.57683194","121.9481605","58.3881086",".133757365","-.185312647","1"
"90.7109375","41.35765353",".5497454","1.342956285","2.735785953","21.03537609","8.520323784","76.61189344","0"
"90.375","41.3925567",".747541743","1.217530004","4.678093645","26.70176341","6.940242668","51.4551282","0"
"90.9921875","43.89805237",".548301863","1.218835491","2.738294314","19.80935656","8.216918759","74.58950321","0"
"22.1953125","35.54202148","5.18478934","28.51835443","67.87625418","68.76363766","1.106782156",".294261238","1"
"90.7109375","48.88317584",".672328266",".614292982","1.158862876","14.1003871","13.74256203","201.0939623","0"
"90.9296875","50.42525155",".480238662",".150179409","1.02006689","11.8634764","14.88225713","257.4895817","0"
"23.7890625","44.75151051","3.654718527","13.06990199","130.9941472","68.19592912","-.354234547","-.618922262","1"
"22.7578125","26.87318194","6.550507191","47.66151616","36.72993311","55.21717361","1.881370944","3.452531543","1"
"25.8828125","38.00670605","4.513053034","21.45892946","85.52508361","59.23094254",".778190103",".460438719","1"
"90.7109375","40.22012718",".438805932","1.110275706","19.35200669","52.49047377","2.548456437","5.086042413","0"
"22.5390625","40.34129831","4.248686624","17.97538192","83.18478261","67.03781543",".594073738","-.202539391","1"
"90.84375","39.8623486",".553476955","1.464542969","5.64632107","25.27341118","5.044536586","27.44633073","0"
"25.4375","38.22563562","4.739033364","22.52865643","102.9841137","74.67973257",".12298678","-.855435414","1"
"21.1640625","37.08515904","4.742316294","22.94414038","93.91137124","71.29164631",".605630044","-.705783396","1"
"90.953125","37.66917245",".538577538","2.086475925","2.099498328","13.59621848","10.19995719","136.4205385","0"
"25.890625","30.51132842","6.273098563","42.86668102","103.4807692","74.7888251",".344991045","-.869918944","1"
"23.453125","31.52227867","5.445585628","32.32481365","47.1764214","64.33370733","1.369764689","1.133935987","1"
"24.953125","30.35849844","6.592260045","46.09974488","47.05351171","61.68625828","1.505857193","1.832977269","1"
"23.6484375","33.73786584","5.600685729","32.52986595","113.743311","71.96415517",".187530741","-.65888801","1"
"21.0234375","29.3058934","6.034954058","39.75209174","87.51839465","58.71450821","1.187591938",".879634841","1"
"22.8203125","40.3534063","4.276571383","17.80916068","144.9005017","45.82804818","-.050852995",".960368154","1"
"90.7265625","42.01501124",".551499805","1.114538492","4.698996656","24.96679465","6.133146911","40.54420728","0"
"90.6640625","44.55251069",".375627053",".338482623","3.04180602","18.37435662","8.070323526","76.29889437","0"
"23.8046875","41.6779053","3.9384699","15.42030859","108.270903","53.15574884",".759663958",".346260387","1"
"22.96875","28.21013157","6.653031114","47.96902735","127.3377926","82.08952579","-.205904946","-1.154987786","1"
"25.8828125","29.54938163","5.85328529","36.84154972","96.70819398","59.25537922",".766688871",".503996553","1"
"91.1953125","36.42416321",".625315539","2.169497194","2.346989967","13.46204249","9.609474671","130.570196","0"
"24.3359375","36.94025526","4.578984354","21.07219852","122.5083612","65.61393188","-.057971939","-.245258513","1"
"90.984375","36.75573603",".365937087","2.061979303","1.546822742","17.35331207","12.26008384","156.7854817","0"
"25.671875","29.72375664","5.487603084","34.17565468","18.38210702","45.78709981","3.012168541","9.485869411","1"
"21.5859375","32.94681494","5.83137427","37.18314261","21.36956522","48.4323879","2.689531821","7.384487772","1"
"22.875","29.15315163","6.528522936","45.67052231","113.9247492","80.82252341",".096650078","-1.095059646","1"
"21.5703125","30.87137722","5.661067337","34.31211675","52.07859532","63.06510818","1.239048946",".847647921","1"
"21.3828125","45.20459066","3.767349993","14.01025025","97.87792642","61.94282195",".396818617","-.438507576","1"
"25.1015625","50.44053427","3.347547018","10.45598155","89.64632107","72.03009053",".417781874","-.84980008","1"
"24.484375","41.16544067","4.347698018","18.75114241","109.7892977","82.21609152",".010425467","-1.259046483","1"
"22.8046875","37.05508117","4.994566133","24.50582979","159.2215719","69.21780057","-.443609794","-.974657424","1"
"90.859375","38.80394116",".536885758","2.034415038","1.903846154","12.24860726","10.93507694","172.0606987","0"
"90.6953125","35.21131712",".636580241","2.368150803","2.296822742","17.41941858","9.348843603","98.10114489","0"
"20.7890625","53.18814664","3.076011681","8.00513187","148.9138796","57.34438102","-.462904879","-.098067083","1"
"21.3046875","35.90755461","5.146316748","27.81541361","128.9841137","66.95541307",".020189629","-.59556003","1"
"90.9375","38.83413246",".684736587","1.909077919","2.606187291","14.75047514","9.049141652","110.470924","0"
"91.1953125","41.30489881",".702193628",".946620383","2.385451505","19.38621952","8.990805153","85.54077047","0"
"24.609375","40.82340673","4.288720043","18.15569373","89.41889632","58.4027157",".727091967",".545543042","1"
"91.1875","44.70209552",".305569526",".654165712","1.614548495","10.75344336","13.70433537","271.7740999","0"
"91.078125","43.3639412",".298862275",".380182552","99.0083612","88.10357008","-.095266259","-1.773263335","0"
"90.8046875","49.86654982",".759447339",".63730099","2.258361204","16.10939729","10.09200566","117.5479819","0"
"90.921875","53.63397497",".573487577","-.015890285","4.968227425","26.7327726","6.18839097","40.0301137","0"
"25.1171875","36.65583623","4.903291898","24.37947791","124.0468227","66.08940039","-.095570431","-.261301947","1"
"91.1875","33.88554956",".709593057","3.276950184","3.588628763","17.71394792","7.107514336","63.48517866","0"
"90.515625","37.46185234",".80364046","1.959775213","2.209866221","14.32110038","9.665575914","121.2612017","0"
"22.9296875","32.48008611","5.277008542","30.36109107","132.5744147","65.71728224","-.367439677","-.18648862","1"
"24.3359375","38.91482633","5.035193948","24.95384217","69.59531773","74.80086235",".679560035","-.59486863","1"
"90.609375","42.51198992",".824372729","1.722746445","2.772575251","18.44806822","8.96172954","92.39627168","0"
"25.484375","29.73344717","6.937638049","50.15797584","66.16638796","66.84136044","1.047523267",".509223353","1"
"91.234375","45.58259748","1.000568549","1.596992372","61.96655518","91.03407546",".984922339","-.851968351","0"
"90.46875","41.49434026",".604795124","1.391306273","3.072742475","21.27838791","8.384629703","75.70576882","0"
"90.8046875","51.7800424","1.036867777",".978799325","3.422240803","23.2611639","8.462873693","74.6774727","0"
"25.5546875","35.81109478","4.420381987","20.81807034","54.17391304","67.09045101","1.251158087",".74455171","1"
"22.5","31.25374978","5.482057061","32.58985477","28.64214047","53.79601038","2.105287475","4.180367265","1"
"24.1328125","30.82317794","6.257434127","41.92342777","92.59782609","57.70332348",".951039989",".825567594","1"
"22.9140625","32.36366291","5.361344306","30.40526465","164.5518395","75.14933731","-.678050686","-.841819183","1"
"22.5546875","30.38780815","6.15695949","41.52907403","37.15635452","58.76322709","2.023999715","3.597643146","1"
"21.828125","32.0807354","5.674436569","33.19337966","116.2065217","83.18827615","-.001290202","-1.224396453","1"
"24.1953125","27.61143858","6.136716697","42.8259995","57.7132107","66.03356696","1.321973986",".992863952","1"
"24.203125","31.39848707","5.443613711","31.50630065","103.0250836","80.59104019",".187007891","-1.087562718","1"
"22.0859375","48.34770343","3.754646062","13.27491421","110.5928094","71.5711909",".035804361","-.895803629","1"
"25.1328125","34.70666612","4.815266857","25.22566306","91.40468227","86.55596395",".390899123","-1.237220689","1"
"23.2265625","35.52886477","4.9401255","25.45324765","122.8770903","72.11734986","-.065027063","-.678937398","1"
"90.9921875","41.42717558",".452787108","1.212696488","1.456521739","12.26977753","12.81782208","205.8010013","0"
"90.8984375","33.0961761",".741784997","3.722913751","1.176421405","11.93263474","13.62366344","225.2749199","0"
"25.6796875","29.9752329","6.935822553","50.08672082","16.84866221","46.49274054","3.325767809","10.97139756","1"
"22.578125","35.79315782","4.650769568","21.80383747","138.7876254","79.1527885","-.445270184","-.909085997","1"
"91.1875","58.170916",".778607427","-.01872172","19.73327759","50.99658913","2.538334551","5.381815078","0"
"20.8203125","30.28134574","5.964328192","37.73553526","99.72491639","63.79196761",".847683514",".028599962","1"
"25.484375","32.64199375","4.872233912","26.30378803","23.2048495","50.82477614","2.46850776","5.532071671","1"
"90.3515625","36.28136355",".556478318","2.195655771","2.386287625","16.66569623","9.653902313","107.8219303","0"
"23.7734375","34.27946152","4.796125205","25.44801294","17.5861204","46.07881979","2.897880006","8.275090919","1"
"24.546875","29.64315356","5.507383047","34.64385111","22.2951505","51.18912742","2.663496019","6.865731896","1"
"21.015625","45.07406828","4.452062155","18.53141618","121.3060201","67.25000775","-.014069784","-.811779443","1"
"90.7890625","37.7317117",".59415044","2.169088303","1.766722408","11.89727195","11.75867851","195.3136751","0"
"90.9296875","45.59505586",".472378241",".629146668","1.274247492","13.26416851","12.59012503","180.102448","0"
"90.375","39.86324278",".346675224","1.149177724","1.948996656","17.36317483","10.4029014","118.6069203","0"
"91.1484375","35.61975616",".668407602","2.679017173","2.094481605","19.37290983","9.545809639","92.10215016","0"
"90.8203125","37.67136545",".646150391","1.795039648","2.533444816","14.41390256","8.680147259","103.5957154","0"
"90.734375","47.67852707",".553137923",".511665062","23.23829431","59.66940056","2.430327613","4.419107378","0"
"21.7421875","29.36336102","6.298407514","42.54359391","83.39632107","79.00608621",".501918895","-.870267085","1"
"90.7109375","38.05878519",".568693175","1.601726655","2.106187291","14.38718988","9.743431652","119.9215872","0"
"90.6015625","44.14647846",".707761071","1.095788568","2.409698997","13.7292028","9.43155022","124.1771201","0"
"90.84375","46.57662328",".460929231",".548480766","2.573578595","19.42304352","8.346940866","74.62427301","0"
"21.8828125","28.65708385","6.076240301","40.76429675","75.98411371","78.98358651",".797466258","-.504413803","1"
"90.609375","41.01376186",".544927631",".915319641","1.776755853","13.90523932","11.45874085","160.7890124","0"
"90.46875","34.10070965",".759568208","3.242144059","2.255016722","14.94167087","9.281183087","107.7345701","0"
"90.9296875","45.51822842",".69321695",".943858543",".581939799","10.79494842","21.34627442","476.098405","0"
"90.6796875","41.16732882",".910270893","1.804455923","1.798494983","13.21061817","11.24827295","162.0899701","0"
"90.4921875","33.64172356",".55005666","3.56381368","1.72909699","14.45782204","10.36682099","126.8029858","0"
"90.578125","44.84898434",".41387256",".49722915","2.487458194","15.72774246","9.131814588","103.2643745","0"
"90.578125","45.30118124",".686252413","1.027051123","1.491638796","14.99049075","11.86768468","154.8518418","0"
"90.6640625","38.96237715",".667236717","1.570840489","2.102842809","13.71717274","10.63824862","146.2137742","0"
"90.46875","44.16993772",".689143286",".723386363","4.644648829","27.19070481","6.28303852","40.53554243","0"
"90.4765625","43.94704997",".775683637","1.416522899","4.168896321","23.08273405","6.379906015","45.20605901","0"
"90.5234375","40.35931678",".603181188","1.259624436","1.793478261","12.80866362","11.1192759","162.4468669","0"
"90.953125","47.12961837",".905927661",".767670529","7.64548495","34.6659125","4.826019031","23.12264713","0"
"90.4140625","40.19241365",".47346368","1.547405787","1.508361204","13.05977115","11.43855144","161.5302378","0"
"90.9375","41.14717297",".438186535",".94534848","2.455685619","14.73235727","9.442444923","117.1996309","0"
"91.1484375","40.13377822",".588747847","1.365016639","1.27090301","11.51065478","13.66452398","238.6485218","0"
"91.2109375","36.2137",".42646135","2.443080168",".847826087","10.69633702","16.36097859","318.429721","0"
"21.7265625","32.54461237","5.72888015","33.54114171","159.1346154","84.21124957","-.477637589","-1.313405271","1"
"90.421875","36.96294795",".529828885","2.443189341","2.244983278","13.91539233","9.392147612","119.3384541","0"
"90.8203125","46.35940331",".42738215",".828803853","1.959866221","13.09465392","10.46548278","148.0627278","0"
"91.1796875","48.61141095",".516229326",".717386162","3.573578595","19.86897981","6.784047165","52.92926852","0"
"91.09375","37.37885379",".666266558","2.250327765","2.622073579","16.83634529","8.75345395","90.38077976","0"
"90.4296875","35.39656666",".684359649","2.899676159","1.266722408","14.17496721","12.6463996","175.2199632","0"
"91.234375","42.41084111",".724849416","1.233103522","1.56270903","12.83716831","13.86950403","230.7353403","0"
"90.828125","44.22105504",".601386772","1.302851475","3","22.33546305","7.953574482","65.38255204","0"
"91.0078125","35.81887947",".422249964","2.508616303","1.472408027","13.80714303","11.96459002","164.5869212","0"
"90.4453125","43.91856964",".887704461","1.392000315","2.066053512","12.49681504","10.426202","158.7573766","0"
"25.296875","36.54243239","4.7610338","23.01570144","108.4540134","86.5183998",".07616606","-1.373947637","1"
"90.90625","49.94644593",".565119762",".261256327","3.706521739","18.08212381","7.054453341","62.85930096","0"
"90.53125","47.69629465",".484279175",".342959059","3.428929766","22.76440628","7.638034565","61.91830522","0"
"90.484375","35.44846267",".500564282","2.660595534","5.911371237","27.2899795","5.457924272","32.47826446","0"
"90.5859375","48.10608839",".456807478",".303715695","1.494147157","11.49039729","12.69226469","221.298997","0"
"90.5","36.87754229",".714062964","2.231020769","2.298494983","13.17480992","9.726123448","136.4269854","0"
"23.8984375","28.72603345","6.29121151","42.36494076","86.20819398","73.79103167",".47020447","-.597070578","1"
"90.484375","39.6644095",".602696596","1.557527037","2.097826087","19.72616792","10.0557555","104.7429697","0"
"25.5078125","62.13593919","2.872564938","6.614724178","162.9874582","76.1636309","-.420447708","-1.151424761","1"
"91.03125","41.86267309",".565619962","1.317615467","4.469063545","23.03900748","6.248239901","42.82136294","0"
"90.8515625","39.08466168",".554677627","1.458173633","1.828595318","13.91084434","10.5623551","138.4253055","0"
"90.8203125","36.61186488",".470986308","2.127668173","1.184782609","13.41815781","13.66424952","209.5601992","0"
"23.7578125","39.25273599","4.48359576","20.20811097","160.1563545","84.54152253","-.202564378","-1.548287382","1"
"90.875","38.97535279",".815387531","1.769105129","1.762541806","12.34721212","11.14093927","171.7644898","0"
